"ticker","entity","concept","fy","fp","form","start","end","days","val","filed","accn","frame"
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q3","10-Q","2024-01-29","2024-10-27","272","11809000000","2025-11-25","0001628280-25-053868",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2024","Q3","10-Q","2024-07-29","2024-10-27","90","3648000000","2024-11-19","0000354950-24-000240",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q3","10-Q","2024-07-29","2024-10-27","90","3648000000","2025-11-25","0001628280-25-053868","CY2024Q3"
"HD","The Home Depot, Inc.","NetIncomeLoss","2024","FY","10-K","2024-01-29","2025-02-02","370","14806000000","2025-03-21","0000354950-25-000085",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","FY","10-K","2024-01-29","2025-02-02","370","14806000000","2026-03-18","0001628280-26-019436",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q1","10-Q","2025-02-03","2025-05-04","90","3433000000","2025-05-28","0000354950-25-000165",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q1","10-Q","2025-02-03","2025-05-04","90","3433000000","2026-05-27","0001628280-26-038247","CY2025Q1"
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q2","10-Q","2025-02-03","2025-08-03","181","7984000000","2025-08-26","0000354950-25-000217",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q2","10-Q","2025-02-03","2025-08-03","181","7984000000","2026-08-25","0001628280-26-058715",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q2","10-Q","2025-05-05","2025-08-03","90","4551000000","2025-08-26","0000354950-25-000217",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q2","10-Q","2025-05-05","2025-08-03","90","4551000000","2026-08-25","0001628280-26-058715","CY2025Q2"
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q3","10-Q","2025-02-03","2025-11-02","272","11585000000","2025-11-25","0001628280-25-053868",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","Q3","10-Q","2025-08-04","2025-11-02","90","3601000000","2025-11-25","0001628280-25-053868","CY2025Q3"
"HD","The Home Depot, Inc.","NetIncomeLoss","2025","FY","10-K","2025-02-03","2026-02-01","363","14156000000","2026-03-18","0001628280-26-019436",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q1","10-Q","2026-02-02","2026-05-03","90","3289000000","2026-05-27","0001628280-26-038247","CY2026Q1"
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q2","10-Q","2026-02-02","2026-08-02","181","8055000000","2026-08-25","0001628280-26-058715",""
"HD","The Home Depot, Inc.","NetIncomeLoss","2026","Q2","10-Q","2026-05-04","2026-08-02","90","4766000000","2026-08-25","0001628280-26-058715","CY2026Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","FY","10-K","2018-02-03","2019-02-01","363","71309000000","2021-03-22","0000060667-21-000026","CY2018"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q1","10-Q","2019-02-02","2019-05-03","90","17741000000","2020-05-28","0000060667-20-000085","CY2019Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q2","10-Q","2019-02-02","2019-08-02","181","38733000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q2","10-Q","2019-05-04","2019-08-02","90","20992000000","2020-08-26","0000060667-20-000138","CY2019Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q3","10-Q","2019-02-02","2019-11-01","272","56121000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q3","10-Q","2019-08-03","2019-11-01","90","17388000000","2020-11-25","0000060667-20-000175","CY2019Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","FY","10-K","2019-02-02","2020-01-31","363","72148000000","2021-03-22","0000060667-21-000026",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","FY","10-K","2019-02-02","2020-01-31","363","72148000000","2022-03-21","0000060667-22-000038","CY2019"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q1","10-Q","2020-02-01","2020-05-01","90","19675000000","2020-05-28","0000060667-20-000085",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q1","10-Q","2020-02-01","2020-05-01","90","19675000000","2021-05-27","0000060667-21-000074","CY2020Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q2","10-Q","2020-02-01","2020-07-31","181","46977000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q2","10-Q","2020-02-01","2020-07-31","181","46977000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q2","10-Q","2020-05-02","2020-07-31","90","27302000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q2","10-Q","2020-05-02","2020-07-31","90","27302000000","2021-08-26","0000060667-21-000149","CY2020Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q3","10-Q","2020-02-01","2020-10-30","272","69286000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q3","10-Q","2020-02-01","2020-10-30","272","69286000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","Q3","10-Q","2020-08-01","2020-10-30","90","22309000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q3","10-Q","2020-08-01","2020-10-30","90","22309000000","2021-11-24","0000060667-21-000168","CY2020Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2020","FY","10-K","2020-02-01","2021-01-29","363","89597000000","2021-03-22","0000060667-21-000026",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","FY","10-K","2020-02-01","2021-01-29","363","89597000000","2022-03-21","0000060667-22-000038",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","FY","10-K","2020-02-01","2021-01-29","363","89597000000","2023-03-27","0000060667-23-000034","CY2020"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q1","10-Q","2021-01-30","2021-04-30","90","24422000000","2021-05-27","0000060667-21-000074",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q1","10-Q","2021-01-30","2021-04-30","90","24422000000","2022-05-26","0000060667-22-000079","CY2021Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q2","10-Q","2021-01-30","2021-07-30","181","51993000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q2","10-Q","2021-01-30","2021-07-30","181","51993000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q2","10-Q","2021-05-01","2021-07-30","90","27570000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q2","10-Q","2021-05-01","2021-07-30","90","27570000000","2022-08-25","0000060667-22-000139","CY2021Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q3","10-Q","2021-01-30","2021-10-29","272","74911000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q3","10-Q","2021-01-30","2021-10-29","272","74911000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","Q3","10-Q","2021-07-31","2021-10-29","90","22918000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q3","10-Q","2021-07-31","2021-10-29","90","22918000000","2022-11-23","0000060667-22-000170","CY2021Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2021","FY","10-K","2021-01-30","2022-01-28","363","96250000000","2022-03-21","0000060667-22-000038",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","FY","10-K","2021-01-30","2022-01-28","363","96250000000","2023-03-27","0000060667-23-000034",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","FY","10-K","2021-01-30","2022-01-28","363","96250000000","2024-03-25","0000060667-24-000033","CY2021"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q1","10-Q","2022-01-29","2022-04-29","90","23659000000","2022-05-26","0000060667-22-000079",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q1","10-Q","2022-01-29","2022-04-29","90","23659000000","2023-06-01","0000060667-23-000114","CY2022Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q2","10-Q","2022-01-29","2022-07-29","181","51135000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q2","10-Q","2022-01-29","2022-07-29","181","51135000000","2023-08-30","0000060667-23-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q2","10-Q","2022-04-30","2022-07-29","90","27476000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q2","10-Q","2022-04-30","2022-07-29","90","27476000000","2023-08-30","0000060667-23-000139","CY2022Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q3","10-Q","2022-01-29","2022-10-28","272","74614000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q3","10-Q","2022-01-29","2022-10-28","272","74614000000","2023-11-29","0000060667-23-000164",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","Q3","10-Q","2022-07-30","2022-10-28","90","23479000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q3","10-Q","2022-07-30","2022-10-28","90","23479000000","2023-11-29","0000060667-23-000164","CY2022Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2022","FY","10-K","2022-01-29","2023-02-03","370","97059000000","2023-03-27","0000060667-23-000034",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","FY","10-K","2022-01-29","2023-02-03","370","97059000000","2024-03-25","0000060667-24-000033",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","FY","10-K","2022-01-29","2023-02-03","370","97059000000","2025-03-24","0000060667-25-000049","CY2022"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q1","10-Q","2023-02-04","2023-05-05","90","22347000000","2023-06-01","0000060667-23-000114",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q1","10-Q","2023-02-04","2023-05-05","90","22347000000","2024-05-30","0000060667-24-000085","CY2023Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q2","10-Q","2023-02-04","2023-08-04","181","47304000000","2023-08-30","0000060667-23-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q2","10-Q","2023-02-04","2023-08-04","181","47304000000","2024-08-29","0000060667-24-000140",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q2","10-Q","2023-05-06","2023-08-04","90","24956000000","2023-08-30","0000060667-23-000139",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q2","10-Q","2023-05-06","2023-08-04","90","24956000000","2024-08-29","0000060667-24-000140","CY2023Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q3","10-Q","2023-02-04","2023-11-03","272","67775000000","2023-11-29","0000060667-23-000164",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q3","10-Q","2023-02-04","2023-11-03","272","67775000000","2024-11-27","0000060667-24-000169",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","Q3","10-Q","2023-08-05","2023-11-03","90","20471000000","2023-11-29","0000060667-23-000164",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q3","10-Q","2023-08-05","2023-11-03","90","20471000000","2024-11-27","0000060667-24-000169","CY2023Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2023","FY","10-K","2023-02-04","2024-02-02","363","86377000000","2024-03-25","0000060667-24-000033",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","FY","10-K","2023-02-04","2024-02-02","363","86377000000","2025-03-24","0000060667-25-000049",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","FY","10-K","2023-02-04","2024-02-02","363","86377000000","2026-03-23","0000060667-26-000029","CY2023"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q1","10-Q","2024-02-03","2024-05-03","90","21364000000","2024-05-30","0000060667-24-000085",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q1","10-Q","2024-02-03","2024-05-03","90","21364000000","2025-05-29","0000060667-25-000104","CY2024Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q2","10-Q","2024-02-03","2024-08-02","181","44950000000","2024-08-29","0000060667-24-000140",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q2","10-Q","2024-02-03","2024-08-02","181","44950000000","2025-08-28","0000060667-25-000174",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q2","10-Q","2024-05-04","2024-08-02","90","23586000000","2024-08-29","0000060667-24-000140",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q2","10-Q","2024-05-04","2024-08-02","90","23586000000","2025-08-28","0000060667-25-000174","CY2024Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q3","10-Q","2024-02-03","2024-11-01","272","65120000000","2024-11-27","0000060667-24-000169",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q3","10-Q","2024-02-03","2024-11-01","272","65120000000","2025-11-26","0000060667-25-000210",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","Q3","10-Q","2024-08-03","2024-11-01","90","20170000000","2024-11-27","0000060667-24-000169",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q3","10-Q","2024-08-03","2024-11-01","90","20170000000","2025-11-26","0000060667-25-000210","CY2024Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2024","FY","10-K","2024-02-03","2025-01-31","363","83674000000","2025-03-24","0000060667-25-000049",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","FY","10-K","2024-02-03","2025-01-31","363","83674000000","2026-03-23","0000060667-26-000029","CY2024"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q1","10-Q","2025-02-01","2025-05-02","90","20930000000","2025-05-29","0000060667-25-000104",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q1","10-Q","2025-02-01","2025-05-02","90","20930000000","2026-05-28","0000060667-26-000072","CY2025Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q2","10-Q","2025-02-01","2025-08-01","181","44888000000","2025-08-28","0000060667-25-000174",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q2","10-Q","2025-02-01","2025-08-01","181","44888000000","2026-08-27","0000060667-26-000117",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q2","10-Q","2025-05-03","2025-08-01","90","23959000000","2025-08-28","0000060667-25-000174",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q2","10-Q","2025-05-03","2025-08-01","90","23959000000","2026-08-27","0000060667-26-000117","CY2025Q2"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q3","10-Q","2025-02-01","2025-10-31","272","65701000000","2025-11-26","0000060667-25-000210",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","Q3","10-Q","2025-08-02","2025-10-31","90","20813000000","2025-11-26","0000060667-25-000210","CY2025Q3"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2025","FY","10-K","2025-02-01","2026-01-30","363","86286000000","2026-03-23","0000060667-26-000029","CY2025"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q1","10-Q","2026-01-31","2026-05-01","90","23078000000","2026-05-28","0000060667-26-000072","CY2026Q1"
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q2","10-Q","2026-01-31","2026-07-31","181","49034000000","2026-08-27","0000060667-26-000117",""
"LOW","LOWES COMPANIES INC","RevenueFromContractWithCustomerExcludingAssessedTax","2026","Q2","10-Q","2026-05-02","2026-07-31","90","25956000000","2026-08-27","0000060667-26-000117","CY2026Q2"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","FY","10-K","2018-02-03","2019-02-01","363","48401000000","2021-03-22","0000060667-21-000026","CY2018"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q1","10-Q","2019-02-02","2019-05-03","90","12160000000","2020-05-28","0000060667-20-000085","CY2019Q1"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q2","10-Q","2019-02-02","2019-08-02","181","26412000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q2","10-Q","2019-05-04","2019-08-02","90","14252000000","2020-08-26","0000060667-20-000138","CY2019Q2"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q3","10-Q","2019-02-02","2019-11-01","272","38159000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q3","10-Q","2019-08-03","2019-11-01","90","11748000000","2020-11-25","0000060667-20-000175","CY2019Q3"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","FY","10-K","2019-02-02","2020-01-31","363","49205000000","2021-03-22","0000060667-21-000026",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","FY","10-K","2019-02-02","2020-01-31","363","49205000000","2022-03-21","0000060667-22-000038","CY2019"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q1","10-Q","2020-02-01","2020-05-01","90","13162000000","2020-05-28","0000060667-20-000085",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q1","10-Q","2020-02-01","2020-05-01","90","13162000000","2021-05-27","0000060667-21-000074","CY2020Q1"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q2","10-Q","2020-02-01","2020-07-31","181","31161000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q2","10-Q","2020-02-01","2020-07-31","181","31161000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q2","10-Q","2020-05-02","2020-07-31","90","17998000000","2020-08-26","0000060667-20-000138",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q2","10-Q","2020-05-02","2020-07-31","90","17998000000","2021-08-26","0000060667-21-000149","CY2020Q2"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q3","10-Q","2020-02-01","2020-10-30","272","46170000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q3","10-Q","2020-02-01","2020-10-30","272","46170000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","Q3","10-Q","2020-08-01","2020-10-30","90","15009000000","2020-11-25","0000060667-20-000175",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q3","10-Q","2020-08-01","2020-10-30","90","15009000000","2021-11-24","0000060667-21-000168","CY2020Q3"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2020","FY","10-K","2020-02-01","2021-01-29","363","60025000000","2021-03-22","0000060667-21-000026",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","FY","10-K","2020-02-01","2021-01-29","363","60025000000","2022-03-21","0000060667-22-000038",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","FY","10-K","2020-02-01","2021-01-29","363","60025000000","2023-03-27","0000060667-23-000034","CY2020"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q1","10-Q","2021-01-30","2021-04-30","90","16292000000","2021-05-27","0000060667-21-000074",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q1","10-Q","2021-01-30","2021-04-30","90","16292000000","2022-05-26","0000060667-22-000079","CY2021Q1"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q2","10-Q","2021-01-30","2021-07-30","181","34551000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q2","10-Q","2021-01-30","2021-07-30","181","34551000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q2","10-Q","2021-05-01","2021-07-30","90","18258000000","2021-08-26","0000060667-21-000149",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q2","10-Q","2021-05-01","2021-07-30","90","18258000000","2022-08-25","0000060667-22-000139","CY2021Q2"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q3","10-Q","2021-01-30","2021-10-29","272","49882000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q3","10-Q","2021-01-30","2021-10-29","272","49882000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","Q3","10-Q","2021-07-31","2021-10-29","90","15331000000","2021-11-24","0000060667-21-000168",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q3","10-Q","2021-07-31","2021-10-29","90","15331000000","2022-11-23","0000060667-22-000170","CY2021Q3"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2021","FY","10-K","2021-01-30","2022-01-28","363","64194000000","2022-03-21","0000060667-22-000038",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","FY","10-K","2021-01-30","2022-01-28","363","64194000000","2023-03-27","0000060667-23-000034",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","FY","10-K","2021-01-30","2022-01-28","363","64194000000","2024-03-25","0000060667-24-000033","CY2021"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q1","10-Q","2022-01-29","2022-04-29","90","15609000000","2022-05-26","0000060667-22-000079",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q1","10-Q","2022-01-29","2022-04-29","90","15609000000","2023-06-01","0000060667-23-000114","CY2022Q1"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q2","10-Q","2022-01-29","2022-07-29","181","33952000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q2","10-Q","2022-01-29","2022-07-29","181","33952000000","2023-08-30","0000060667-23-000139",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q2","10-Q","2022-04-30","2022-07-29","90","18343000000","2022-08-25","0000060667-22-000139",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q2","10-Q","2022-04-30","2022-07-29","90","18343000000","2023-08-30","0000060667-23-000139","CY2022Q2"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q3","10-Q","2022-01-29","2022-10-28","272","49614000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q3","10-Q","2022-01-29","2022-10-28","272","49614000000","2023-11-29","0000060667-23-000164",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","Q3","10-Q","2022-07-30","2022-10-28","90","15661000000","2022-11-23","0000060667-22-000170",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q3","10-Q","2022-07-30","2022-10-28","90","15661000000","2023-11-29","0000060667-23-000164","CY2022Q3"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2022","FY","10-K","2022-01-29","2023-02-03","370","64802000000","2023-03-27","0000060667-23-000034",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","FY","10-K","2022-01-29","2023-02-03","370","64802000000","2024-03-25","0000060667-24-000033",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2024","FY","10-K","2022-01-29","2023-02-03","370","64802000000","2025-03-24","0000060667-25-000049","CY2022"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q1","10-Q","2023-02-04","2023-05-05","90","14820000000","2023-06-01","0000060667-23-000114",""
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2024","Q1","10-Q","2023-02-04","2023-05-05","90","14820000000","2024-05-30","0000060667-24-000085","CY2023Q1"
"LOW","LOWES COMPANIES INC","CostOfGoodsAndServicesSold","2023","Q2","10-Q","2023-02-04","2023-08-04","181","31378000000","2023-08-30","0000060667-23-000139",""
