"ticker","entity","concept","fy","fp","form","start","end","days","val","filed","accn","frame"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","Q3","10-Q","2020-02-03","2020-11-01","272","1853000000","2021-11-23","0000354950-21-000234",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2020","FY","10-K","2020-02-03","2021-01-31","363","2519000000","2021-03-24","0000354950-21-000089",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","FY","10-K","2020-02-03","2021-01-31","363","2519000000","2022-03-23","0000354950-22-000070",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","FY","10-K","2020-02-03","2021-01-31","363","2519000000","2023-03-15","0000354950-23-000059","CY2020"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","Q1","10-Q","2021-02-01","2021-05-02","90","703000000","2021-05-25","0000354950-21-000147",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q1","10-Q","2021-02-01","2021-05-02","90","703000000","2022-05-24","0000354950-22-000158","CY2021Q1"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","Q2","10-Q","2021-02-01","2021-08-01","181","1414000000","2021-08-24","0000354950-21-000189",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q2","10-Q","2021-02-01","2021-08-01","181","1414000000","2022-08-23","0000354950-22-000193",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","Q3","10-Q","2021-02-01","2021-10-31","272","2128000000","2021-11-23","0000354950-21-000234",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q3","10-Q","2021-02-01","2021-10-31","272","2128000000","2022-11-22","0000354950-22-000239",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2021","FY","10-K","2021-02-01","2022-01-30","363","2862000000","2022-03-23","0000354950-22-000070",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","FY","10-K","2021-02-01","2022-01-30","363","2862000000","2023-03-15","0000354950-23-000059",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","FY","10-K","2021-02-01","2022-01-30","363","2862000000","2024-03-13","0000354950-24-000062","CY2021"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q1","10-Q","2022-01-31","2022-05-01","90","727000000","2022-05-24","0000354950-22-000158",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q1","10-Q","2022-01-31","2022-05-01","90","727000000","2023-05-23","0000354950-23-000144","CY2022Q1"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q2","10-Q","2022-01-31","2022-07-31","181","1473000000","2022-08-23","0000354950-22-000193",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q2","10-Q","2022-01-31","2022-07-31","181","1473000000","2023-08-22","0000354950-23-000185",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","Q3","10-Q","2022-01-31","2022-10-30","272","2216000000","2022-11-22","0000354950-22-000239",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q3","10-Q","2022-01-31","2022-10-30","272","2216000000","2023-11-21","0000354950-23-000240",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2022","FY","10-K","2022-01-31","2023-01-29","363","2975000000","2023-03-15","0000354950-23-000059",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","FY","10-K","2022-01-31","2023-01-29","363","2975000000","2024-03-13","0000354950-24-000062",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","FY","10-K","2022-01-31","2023-01-29","363","2796000000","2025-03-21","0000354950-25-000085","CY2022"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q1","10-Q","2023-01-30","2023-04-30","90","793000000","2023-05-23","0000354950-23-000144",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q1","10-Q","2023-01-30","2023-04-30","90","793000000","2024-05-21","0000354950-24-000152","CY2023Q1"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q2","10-Q","2023-01-30","2023-07-30","181","1588000000","2023-08-22","0000354950-23-000185",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q2","10-Q","2023-01-30","2023-07-30","181","1500000000","2024-08-20","0000354950-24-000201",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","Q3","10-Q","2023-01-30","2023-10-29","272","2415000000","2023-11-21","0000354950-23-000240",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q3","10-Q","2023-01-30","2023-10-29","272","2279000000","2024-11-19","0000354950-24-000240",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2023","FY","10-K","2023-01-30","2024-01-28","363","3247000000","2024-03-13","0000354950-24-000062",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","FY","10-K","2023-01-30","2024-01-28","363","3061000000","2025-03-21","0000354950-25-000085",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","FY","10-K","2023-01-30","2024-01-28","363","3061000000","2026-03-18","0001628280-26-019436","CY2023"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q1","10-Q","2024-01-29","2024-04-28","90","837000000","2024-05-21","0000354950-24-000152",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","Q1","10-Q","2024-01-29","2024-04-28","90","785000000","2025-05-28","0000354950-25-000165","CY2024Q1"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q2","10-Q","2024-01-29","2024-07-28","181","1615000000","2024-08-20","0000354950-24-000201",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","Q2","10-Q","2024-01-29","2024-07-28","181","1615000000","2025-08-26","0000354950-25-000217",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","Q3","10-Q","2024-01-29","2024-10-27","272","2472000000","2024-11-19","0000354950-24-000240",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","Q3","10-Q","2024-01-29","2024-10-27","272","2472000000","2025-11-25","0001628280-25-053868",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2024","FY","10-K","2024-01-29","2025-02-02","370","3336000000","2025-03-21","0000354950-25-000085",""
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","FY","10-K","2024-01-29","2025-02-02","370","3336000000","2026-03-18","0001628280-26-019436","CY2024"
"HD","The Home Depot, Inc.","DepreciationDepletionAndAmortization","2025","Q1","10-Q","2025-02-03","2025-05-04","90","855000000","2025-05-28","0000354950-25-000165",""
